rms,zcr,centroid,bandwidth,rolloff,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,label
0.19686879,0.07215465198863637,2082.3842153233413,2449.39606741697,4741.219815340909,-130.34955,91.8544,10.7783575,47.772537,11.042609,4.780387,-3.9224389,21.55008,-2.0722067,2.2168276,-4.050216,8.592048,1.5826821,ripe
0.06314192,0.08387340198863637,2016.7372428121741,2476.297755268305,4502.886408025568,-282.12057,86.42479,33.943867,56.652004,7.068034,14.160043,2.4612896,6.2205524,3.1959715,2.3473916,4.688977,5.452097,-1.6018661,ripe
0.12392967,0.108642578125,2452.017440925012,2618.72039650388,5364.703924005682,-205.46434,70.925026,17.959475,53.791286,11.73717,20.907204,6.828854,3.8238099,-3.6435468,5.1992526,-8.40828,11.965283,0.5612067,ripe
0.11875785,0.11146129261363637,2660.1725101241627,2635.7572496153402,5933.376242897727,-151.72276,77.60986,0.8218441,22.32454,3.3870697,8.846191,-21.569777,15.538348,11.227905,2.513141,-6.607149,3.3269484,-2.0363233,ripe
0.047095705,0.10078568892045454,1969.5314994638286,2437.0943247987407,4571.890536221591,-332.52405,83.191505,16.625452,35.43652,16.253183,47.27936,16.924406,4.839178,1.8694558,15.7379265,4.198959,7.147118,1.3022476,ripe
0.08530371,0.17755681818181818,3208.1751135033946,2687.05739292096,6165.836958451705,-254.89711,42.63712,31.83156,55.586708,-8.309602,36.15895,2.5857844,3.302282,11.197181,8.096175,-7.328117,10.165824,6.976413,ripe
0.13431372,0.08296342329545454,2184.070588383616,2393.3573004219884,4774.009011008523,-140.3357,100.72375,8.914629,23.441801,-7.4785614,12.16013,-3.8053002,15.840826,2.908552,1.8509331,0.3696368,-5.769237,-1.7977605,ripe
0.061157417,0.07288707386363637,2154.1070807683795,2463.8803194801676,4468.1396484375,-257.58215,88.77488,39.6987,49.073795,4.6769094,9.127534,-3.4476583,5.3220005,6.484848,7.458607,-0.96103704,10.943215,3.61456,ripe
0.20684189,0.18934215198863635,2961.381889946142,2419.18890543113,5466.986638849432,-62.1878,63.719143,-6.6580334,57.37965,-13.137994,-6.924175,-15.19455,6.063518,7.6899323,-4.8175716,-14.523474,15.033326,-0.6191965,ripe
0.11563353,0.09377219460227272,2597.7182850479144,2775.2532828598596,5842.349520596591,-174.97702,73.619865,31.414454,45.841267,-7.103175,12.724613,1.051308,3.0568757,1.0529592,5.6863613,-3.24836,11.506202,-7.770796,ripe
0.13106765,0.06891424005681818,2241.725452910063,2652.8222401866874,4930.124733664773,-199.3786,81.22261,55.240833,48.30248,-15.633511,11.933347,10.283688,6.947643,-1.6090686,2.135018,0.26289657,6.9493732,0.30836383,ripe
0.07922072,0.09619140625,2191.9566404898133,2385.7855633070358,4431.435324928977,-262.60187,73.538925,14.1603155,56.69136,9.44898,13.6487875,14.198547,15.503321,-2.885644,2.7988524,-3.4640417,10.979537,1.7166878,ripe
0.09200465,0.059015447443181816,1590.6081012508264,2076.1260775788505,3201.595791903409,-236.41669,99.053154,20.608961,64.65872,13.387564,25.720526,12.41485,16.536028,-7.39658,14.388035,5.2277174,5.838288,1.7127606,ripe
0.08397907,0.10242808948863637,2338.09496057646,2375.3769806324276,4871.397816051136,-256.9422,68.50505,1.895288,62.517212,6.706392,12.838178,-0.53729326,15.991461,8.491424,-0.9617783,3.125439,8.941163,-4.0989184,ripe
0.19477916,0.14295543323863635,2831.404571503601,2464.002277163461,5406.791548295455,-204.47887,46.42547,6.5720067,59.26665,2.8817396,16.404945,4.737353,17.31901,11.55858,-0.5004602,1.3845462,13.03374,-2.4198678,ripe
0.15365544,0.11623313210227272,2511.5828041807868,2777.0666519407378,5836.966219815341,-154.06334,84.95318,15.380041,20.805387,-5.7044373,-1.4636654,3.170357,15.320675,9.8430605,8.033471,-7.380417,6.8211455,4.8782544,ripe
0.11097152,0.13765092329545456,2663.194503025192,2725.681008336955,5615.272105823864,-221.17314,71.53562,32.316505,43.408363,-5.006039,17.901524,6.2596555,-1.4222579,1.4707501,4.1136427,0.68283564,2.857395,-4.4469438,ripe
0.10440884,0.10189541903409091,2320.3059705101628,2581.8686301982116,5249.697043678977,-191.77386,85.67941,19.953484,42.249447,-9.590583,17.736786,7.207675,-5.1487164,0.15192622,7.0942855,4.2412295,2.6363668,-2.3827164,ripe
0.2596966,0.12806285511363635,2108.444188664588,1945.6080064768096,3939.5973899147725,-59.18021,102.201164,-34.490227,37.22259,2.0029588,9.187257,-4.153406,6.621503,5.7482104,-3.0825064,-8.270554,1.5077643,-8.013007,ripe
0.37712392,0.10904208096590909,2092.676996585898,1841.247347496827,3755.096990411932,-29.470827,93.90476,-49.124645,28.473364,-2.0435247,10.976518,0.43919528,6.2889314,0.48712522,-3.9752982,-12.469598,1.7120347,2.9120438,ripe
0.065646395,0.04483309659090909,1769.816971718672,2515.2869106473263,4156.886985085227,-322.61,89.71356,66.5184,51.843815,7.65696,27.51129,9.82065,4.713869,5.9580135,7.482424,-6.5328984,3.4632215,-1.7791592,ripe
0.09177651,0.03599964488636364,1462.6274958225222,2179.0063332268332,3178.1050248579545,-246.74751,110.165535,40.38234,56.411278,8.332019,9.492246,5.751236,9.8770685,-2.9842508,8.677802,7.637668,-0.3411265,1.206929,ripe
0.060705878,0.21826171875,2830.992562730677,2633.1331308332806,5802.708851207386,-301.5841,73.86967,-1.1626664,15.450345,0.029867519,20.059818,4.6299396,0.5891264,-1.278791,-0.098647825,-6.4197693,3.8310807,0.7272565,ripe
0.118021056,0.07503995028409091,2195.209502192917,2470.3323362770875,4639.915882457386,-182.56049,86.40985,24.322186,44.62616,8.603882,17.804377,17.77198,6.1198163,-8.845081,17.973372,-3.7962012,-2.5989165,13.791645,ripe
0.108603746,0.06622869318181818,2117.112098310021,2421.39323970315,4334.046519886364,-181.28615,99.08345,20.08327,26.223433,0.8481338,22.470503,8.71735,1.7791156,5.322853,8.234244,5.775591,8.812757,-6.461583,ripe
0.113220595,0.09326171875,2631.615515505063,2703.7943384368114,5785.090775923295,-183.02367,70.47542,31.308172,54.46451,-6.1690764,8.979835,0.064034894,2.9069166,-9.183388,2.845392,0.487811,2.2466676,-5.2204084,ripe
